-0.0374722145 0.013866839 0.050180722 0.161388233 0.0141086271 1.01106262
-0.032470461 -0.370458871 0.0255778357 0.616141856 0.160788447 1.00548434
-0.014417816 0.033470273 0.0424741395 0.0427100994 1.00258529 -0.00632522907
0.0475151278 0.00122053165 -0.0139150918 0.00762304338 0.00744547043 1.0295887
-0.0430391803 -0.172606125 0.123816371 0.581066489 0.984191895 -0.076580286
-0.0508205853 -0.176870301 0.0572534017 0.357680619 0.0814264566 1.00038338
0.0837482661 0.383130729 -0.0360176526 -0.543819666 1.02595437 -0.0186324567
-0.029527368 -0.166967779 0.0840262473 0.454068571 0.990130067 -0.0674042329
0.0912024006 0.432181031 -0.119808063 -1.04954469 1.06764662 -0.0444207713
-0.0196193829 0.0307910908 0.0592513978 0.1019466 1.00202191 -0.0114006959
-0.0651937053 -0.373041868 0.178479567 1.0011667 0.187569469 0.987676799
0.0387041904 0.187519893 0.0201771185 -0.240155742 0.996731699 -0.0115658119
