-0.0435190499 0.023993561 0.118748099 0.253413796 0.996426344 -0.0253296699
0.0701816455 0.791835725 -0.0649814904 -0.955465615 1.05295062 -0.0577031374
-0.0464913025 -0.369225591 0.135437697 0.910046935 0.95858717 -0.136952162
0.0686075464 0.187055632 -0.0160393827 -0.229875043 0.0463277474 1.05263937
0.0574072227 0.381705344 -0.00275580422 -0.512119949 1.02187955 -0.02670753
0.00278735417 0.595895529 0.0110619254 -0.643353939 1.02593029 -0.0576226115
0.0856986195 0.0394162908 -0.0972150788 -0.403984278 0.0615828037 1.06478
0.0914108828 0.188532948 -0.0468940437 -0.262699187 0.046914231 1.05575466
-0.0196193829 0.0307910908 0.0592513978 0.1019466 1.00202191 -0.0114006959
0.10286738 0.189938515 -0.0635439605 -0.293987423 1.01128483 0.00736424699
0.0475151278 0.00122053165 -0.0139150918 0.00762304338 0.00744547043 1.0295887
0.0273956042 -0.00611215597 0.0358597934 0.0197368022 0.00796249881 1.03132856
